;Tag Type, Tag Name, Tag Description, Read Only, Data Source, Security Code, Alarmed, Native Type, Value Type, Min Analog, Max Analog, Initial Analog, Scale, Offset, DeadBand, Units, Off Label Digital, On Label Digital, Initial Digital, Length String, Initial String, Retentive, Address, System Source Name, System Source Index, RIO Address, Element Size Block, Number Elements Block, Initial Block
;###002 - THIS LINE CONTAINS VERSION INFORMATION. DO NOT REMOVE!!!

;Folders Section (Must define folders before tags)
"F","MCC18_U108_QA2G_ALM",,"F"
"F","MCC18_U109_QA2C_ALM",,"F"
"F","MCC18_U101_QA4E_ALM",,"F"
"F","LCP182_U101_BG130_ALM",,"F"
"F","LCP182_U101_BG133_ALM",,"F"
"F","LCP182_U100_BS100_ALM",,"F"
"F","LCP182_ES02_SF611_ALM",,"F"
"F","LCP182_ES02_SF612_ALM",,"F"
"F","MCC18_U103_QA4C_ALM",,"F"
"F","MCC18_U105_QA5C_ALM",,"F"
"F","LCP182_U105_SF611_ALM",,"F"
"F","LCP182_U105_BT312_ALM",,"F"
"F","LCP182_U105_SF613_ALM",,"F"
"F","LCP182_U105_FM215_ALM",,"F"
"F","LCP182_U105_BL216_ALM",,"F"
"F","MCC18_U106_QA5A_ALM",,"F"
"F","LCP182_U106_SF621_ALM",,"F"
"F","LCP182_U106_BT322_ALM",,"F"
"F","LCP182_U106_SF623_ALM",,"F"
"F","LCP182_U106_FM225_ALM",,"F"
"F","LCP182_U106_BL226_ALM",,"F"
"F","MCC18_U112_QA4L_ALM",,"F"
"F","MCC18_U107_QA5J_ALM",,"F"
"F","MCC18_U104_QA2E_ALM",,"F"
"F","LCP182_U107_SF631_ALM",,"F"
"F","LCP182_U107_BT332_ALM",,"F"
"F","LCP182_U107_SF633_ALM",,"F"
"F","LCP182_U107_FM235_ALM",,"F"
"F","LCP182_U107_BL236_ALM",,"F"
"F","MCC18_U151_QA1C_ALM",,"F"
"F","MCC18_U153_QA1E_ALM",,"F"
"F","MCC18_U154_QA1G_ALM",,"F"
"F","MCC18_U152_QA1J_ALM",,"F"
"F","MCC18_U155_QA1L_ALM",,"F"
"F","MCC18_U156_QA2A_ALM",,"F"
"F","MCC18_U131_QA2L_ALM",,"F"
"F","MCC18_U133_QA2J_ALM",,"F"
"F","MCC18_U134_QA3H_ALM",,"F"
"F","MCC18_U132_QA3F_ALM",,"F"
"F","MCC18_U135_QA4A_ALM",,"F"
"F","MCC18_U136_QA3K_ALM",,"F"
"F","LCP181_U172_BT101s_ALM",,"F"
"F","LCP181_U181_FT111_ALM",,"F"
"F","LCP181_U182_FT112_ALM",,"F"
"F","LCP181_RIO1_KF1000_ALM",,"F"
"F","LCP182_RIO1_KF1000_ALM",,"F"
"F","LCP183_RIO1_KF1000_ALM",,"F"
"F","LCP184_RIO1_KF1000_ALM",,"F"
"F","LCP184_RIO2_KF1000_ALM",,"F"
"F","LCP184_RIO3_KF1000_ALM",,"F"
"F","Mes_P00_ID000_ALM",,"F"
"F","Mes_P05_ID001_ALM",,"F"
"F","Mes_P05_ID002_ALM",,"F"
"F","Mes_P05_ID003_ALM",,"F"
"F","Mes_P05_ID004_ALM",,"F"
"F","Mes_P05_ID005_ALM",,"F"
"F","Mes_P05_ID006_ALM",,"F"
"F","Mes_P05_ID007_ALM",,"F"
"F","LCP182_P05_ID009_ALM",,"F"
"F","LCP182_P05_ID010_ALM",,"F"
"F","LCP182_P05_ID011_ALM",,"F"
"F","LCP182_P05_ID012_ALM",,"F"
"F","LCP183_P05_ID014_ALM",,"F"
"F","LCP183_P05_ID015_ALM",,"F"
"F","LCP184_P05_ID017_ALM",,"F"
"F","LCP184_P05_ID018_ALM",,"F"
"F","LCP185_P05_ID020_ALM",,"F"
"F","LCP185_P05_ID021_ALM",,"F"
"F","LCP186_P05_ID023_ALM",,"F"
"F","LCP186_P05_ID024_ALM",,"F"

;Tag Section
"S","MCC18_U108_QA2G_ALM\EU","Engineering Unit","F","M","*","F",,,,,,,,,,,,,82,na,0,
"S","MCC18_U108_QA2G_ALM\PLC","PLC name","F","M","*","F",,,,,,,,,,,,,82,"PLC3",0,
"S","MCC18_U108_QA2G_ALM\TagAddress","PLC IO address","F","M","*","F",,,,,,,,,,,,,82,"Program Tag - No Hardware Address",0,
"S","MCC18_U108_QA2G_ALM\TagComment","TAG description","F","M","*","F",,,,,,,,,,,,,82,"Acelli Trim Cutter North - Contactor Bucket 2G",0,
"S","MCC18_U108_QA2G_ALM\Area","Area","F","M","*","F",,,,,,,,,,,,,82,"Utilities - Acelli Area",0,
"S","MCC18_U108_QA2G_ALM\TagName","TAG name","F","M","*","F",,,,,,,,,,,,2,82,"+MCC18=U108-QA2G",0,0
"S","MCC18_U109_QA2C_ALM\EU","Engineering Unit","F","M","*","F",,,,,,,,,,,,,82,na,0,
"S","MCC18_U109_QA2C_ALM\PLC","PLC name","F","M","*","F",,,,,,,,,,,,,82,"PLC3",0,
"S","MCC18_U109_QA2C_ALM\TagAddress","PLC IO address","F","M","*","F",,,,,,,,,,,,,82,"Program Tag - No Hardware Address",0,
"S","MCC18_U109_QA2C_ALM\TagComment","TAG description","F","M","*","F",,,,,,,,,,,,,82,"Acelli Trim Cutter South - Contactor Bucket 2C",0,
"S","MCC18_U109_QA2C_ALM\Area","Area","F","M","*","F",,,,,,,,,,,,,82,"Utilities - Acelli Area",0,
"S","MCC18_U109_QA2C_ALM\TagName","TAG name","F","M","*","F",,,,,,,,,,,,2,82,"+MCC18=U109-QA2C",0,0
"S","MCC18_U101_QA4E_ALM\EU","Engineering Unit","F","M","*","F",,,,,,,,,,,,,82,na,0,
"S","MCC18_U101_QA4E_ALM\PLC","PLC name","F","M","*","F",,,,,,,,,,,,,82,"PLC3",0,
"S","MCC18_U101_QA4E_ALM\TagAddress","PLC IO address","F","M","*","F",,,,,,,,,,,,,82,"Program Tag - No Hardware Address",0,
"S","MCC18_U101_QA4E_ALM\TagComment","TAG description","F","M","*","F",,,,,,,,,,,,,82,"Luwa Trim Seperator - Contactor Bucket 4E",0,
"S","MCC18_U101_QA4E_ALM\Area","Area","F","M","*","F",,,,,,,,,,,,,82,"Utilities - Luwa Dust Collection Area",0,
"S","MCC18_U101_QA4E_ALM\TagName","TAG name","F","M","*","F",,,,,,,,,,,,2,82,"+MCC18=U101-QA4E",0,0
"S","LCP182_U101_BG130_ALM\EU","Engineering Unit","F","M","*","F",,,,,,,,,,,,,82,na,0,
"S","LCP182_U101_BG130_ALM\PLC","PLC name","F","M","*","F",,,,,,,,,,,,,82,"PLC3",0,
"S","LCP182_U101_BG130_ALM\TagAddress","PLC IO address","F","M","*","F",,,,,,,,,,,,,82,"LCP182_IO:3:I.0",0,
"S","LCP182_U101_BG130_ALM\TagComment","TAG description","F","M","*","F",,,,,,,,,,,,,82,"Luwa Trim Seperator  - Cell Roller Security Switches ",0,
"S","LCP182_U101_BG130_ALM\Area","Area","F","M","*","F",,,,,,,,,,,,,82,"Utilities - Luwa Dust Collection Area",0,
"S","LCP182_U101_BG130_ALM\TagName","TAG name","F","M","*","F",,,,,,,,,,,,2,82,"+LCP182=U101-BG130",0,0
"S","LCP182_U101_BG133_ALM\EU","Engineering Unit","F","M","*","F",,,,,,,,,,,,,82,na,0,
"S","LCP182_U101_BG133_ALM\PLC","PLC name","F","M","*","F",,,,,,,,,,,,,82,"PLC3",0,
"S","LCP182_U101_BG133_ALM\TagAddress","PLC IO address","F","M","*","F",,,,,,,,,,,,,82,"LCP182_IO:3:I.3",0,
"S","LCP182_U101_BG133_ALM\TagComment","TAG description","F","M","*","F",,,,,,,,,,,,,82,"Luwa Trim Seperator  - Zero Speed Switch",0,
